Cab ID,Timestamp,Hour,Day of Week,Day of Month,Month,Is Weekend,Is Holiday,Dynamic Multiplier,Base Fare,Final Fare,Booking Location,Dropoff Location,Temperature (°C),Precipitation (mm),Traffic Congestion Level,Event,Number of Cancellations,Number of Bookings,num_drivers_available,Target
1043,2024-06-09 21:39:21,21,6,9,6,1,1,1.1270464789062522,25.02,28.19870290223443,Electronic City,Bellandur,26.6,18.7,2,0,7,14,4,0
1044,2024-03-15 07:53:05,7,4,15,3,0,0,1.4974343040455045,13.065000000000001,19.56397918235452,Hebbal,Yelahanka,17.8,15.9,4,0,2,2,20,1
1045,2024-03-14 14:45:43,14,3,14,3,0,0,1.258335555357309,25.29,31.823306194986344,Basavanagudi,JP Nagar,26.6,16.8,3,0,17,19,6,0
1046,2024-05-30 04:12:01,4,3,30,5,0,0,0.9948036910089166,25.665,25.531636729743845,Basavanagudi,Kengeri,15.4,0.1,4,0,0,5,2,1
1047,2024-03-10 22:09:31,22,6,10,3,1,1,1.3465407600995547,27.03,36.396996745490966,Malleshwaram,Koramangala,23.9,1.8,2,0,5,5,4,0
1048,2024-04-06 15:00:32,15,5,6,4,1,1,1.1814639939953488,25.410000000000004,30.021000087421818,Electronic City,Basavanagudi,20.5,13.9,4,0,1,16,13,1
1049,2024-05-18 16:30:05,16,5,18,5,1,1,1.1407762965117059,20.52,23.408729604420206,Jayanagar,JP Nagar,29.4,14.6,2,0,12,16,6,0
1050,2024-01-17 02:03:54,2,2,17,1,0,0,1.2560163659646626,4.9799999999999995,6.2549615025040195,BTM Layout,Kengeri,27.9,15.9,3,0,1,18,14,0
1051,2024-02-16 02:15:44,2,4,16,2,0,0,1.2448119649055862,27.015,33.628595231924415,Marathahalli,JP Nagar,19.5,15.8,3,0,0,3,19,0
1052,2024-06-01 23:46:01,23,5,1,6,1,1,1.296155370045754,11.129999999999999,14.42620926860924,Hebbal,Whitefield,25.4,14.1,3,0,6,8,19,0
1053,2024-06-04 16:15:41,16,1,4,6,0,0,1.184649314242496,24.660000000000004,29.21345208921996,Ulsoor,Basavanagudi,23.4,2.3,2,0,8,23,8,0
1054,2024-01-14 20:53:54,20,6,14,1,1,1,1.434174498680247,20.294999999999998,29.10657145071561,Jayanagar,Yelahanka,27.2,3.6,3,1,1,7,2,1
1055,2024-01-01 16:44:39,16,0,1,1,0,0,0.8991097224945405,24.150000000000002,21.713499798243156,Ulsoor,Banashankari,24.8,14.0,1,1,5,21,8,1
1056,2024-04-14 22:00:17,22,6,14,4,1,1,1.1468131479398782,9.39,10.768575459155457,Ulsoor,BTM Layout,27.1,6.0,2,0,6,11,12,0
1057,2024-02-01 04:38:20,4,3,1,2,0,0,1.1084628715399427,8.790000000000001,9.743388640836098,JP Nagar,Jayanagar,28.5,18.2,3,0,0,1,7,0
1058,2024-03-18 08:54:04,8,0,18,3,0,0,1.3387424369360506,11.475000000000001,15.362069463841182,Ulsoor,Malleshwaram,27.1,15.0,2,0,11,21,12,0
1059,2024-01-17 05:45:07,5,2,17,1,0,0,1.03160431804432,21.495,22.17433481636266,JP Nagar,Bellandur,18.5,5.1,3,0,6,9,4,0
1060,2024-04-17 06:32:31,6,2,17,4,0,0,1.2466037592997323,29.160000000000004,36.3509656211802,Kengeri,Rajajinagar,25.6,18.0,1,0,8,16,4,0
1061,2024-01-13 17:11:58,17,5,13,1,1,1,2.07474679644709,24.464999999999996,50.75868037507804,Marathahalli,Koramangala,23.6,8.7,1,0,3,11,10,0
1062,2024-04-18 03:31:20,3,3,18,4,0,0,1.4280172956173356,5.49,7.8398149529391725,HSR Layout,Indiranagar,20.4,8.5,4,0,6,17,8,1
1063,2024-01-16 19:22:39,19,1,16,1,0,0,1.3599259525493699,4.7700000000000005,6.4868467936604945,Banashankari,Kengeri,19.1,0.4,4,0,4,4,10,1
1064,2024-06-01 20:32:36,20,5,1,6,1,1,1.1100118809332622,19.049999999999997,21.14572633177864,Vijayanagar,Indiranagar,30.7,15.7,2,0,0,23,20,0
1065,2024-01-12 17:54:19,17,4,12,1,0,0,1.8754900523102451,12.885,24.165689324017507,Koramangala,Electronic City,28.3,17.7,2,0,7,12,13,0
1066,2024-05-29 12:31:54,12,2,29,5,0,0,1.2029173819447643,11.865,14.272614736774628,Ulsoor,Jayanagar,19.6,2.0,4,0,14,19,11,1
1067,2024-05-21 10:35:48,10,1,21,5,0,0,0.9415104628483314,25.424999999999997,23.937903517918823,Jayanagar,Kengeri,23.6,2.0,3,1,5,6,17,1
1068,2024-02-24 19:48:13,19,5,24,2,1,1,1.0281081816581619,20.745,21.328104228498567,HSR Layout,Malleshwaram,18.1,14.9,4,0,0,3,17,1
1069,2024-05-09 03:09:01,3,3,9,5,0,0,0.9893480626356098,17.595,17.407579162073553,Bellandur,JP Nagar,18.5,3.2,4,0,6,17,3,1
1070,2024-04-16 08:11:08,8,1,16,4,0,0,0.9837436442378732,14.73,14.490543879623873,Marathahalli,Yelahanka,25.3,18.5,1,1,9,9,8,1
1071,2024-05-14 17:25:17,17,1,14,5,0,0,1.535421958237838,14.100000000000001,21.649449611153518,Hebbal,Rajajinagar,20.7,16.2,4,0,3,12,18,1
1072,2024-06-03 04:50:53,4,0,3,6,0,0,1.1632983360999196,5.415,6.299260489981065,JP Nagar,Whitefield,21.0,14.3,4,0,12,13,8,1
1073,2024-03-11 10:50:07,10,0,11,3,0,0,0.9658863929394043,9.209999999999999,8.895813678971912,Shivajinagar,Indiranagar,19.4,8.9,3,0,16,16,17,0
1074,2024-04-21 06:11:34,6,6,21,4,1,1,1.2652605016760992,9.285,11.747943758062581,Bellandur,Banashankari,19.8,10.2,3,0,1,9,16,0
1075,2024-05-17 10:38:38,10,4,17,5,0,0,1.5465548938100822,23.115000000000002,35.74861637042005,Bellandur,Kengeri,19.2,5.9,4,0,2,10,17,1
1076,2024-04-19 14:08:04,14,4,19,4,0,0,1.4390934798378507,16.725,24.068838450288055,Hebbal,HSR Layout,28.8,18.3,2,0,7,15,17,0
1077,2024-01-11 01:21:06,1,3,11,1,0,0,1.198699520783477,24.54,29.416086240026523,Koramangala,JP Nagar,20.4,9.9,3,0,5,18,5,0
1078,2024-05-20 00:56:22,0,0,20,5,0,0,0.9544628358472389,25.035000000000004,23.894977095435628,Basavanagudi,Indiranagar,16.3,5.6,3,0,8,11,7,0
1079,2024-04-26 21:38:17,21,4,26,4,0,0,1.3066208694546848,15.629999999999999,20.42248418957672,Shivajinagar,Banashankari,25.6,16.0,2,0,8,10,15,0
1080,2024-03-29 07:50:51,7,4,29,3,0,0,1.3150340637765343,7.529999999999999,9.902206500237302,Banashankari,Marathahalli,15.8,11.3,4,0,1,20,16,1
1081,2024-02-01 19:05:36,19,3,1,2,0,0,1.1777838323289687,28.349999999999998,33.39017164652626,Yelahanka,Malleshwaram,23.0,14.3,2,0,12,18,2,1
1082,2024-01-14 03:23:41,3,6,14,1,1,1,1.3730033895716733,20.700000000000003,28.421170164133642,Electronic City,HSR Layout,18.7,7.4,4,0,4,5,4,1
1083,2024-02-08 21:10:39,21,3,8,2,0,0,1.5261165367583074,19.86,30.308674420019983,Whitefield,Bellandur,26.3,1.8,2,0,2,2,14,0
1084,2024-02-19 19:01:16,19,0,19,2,0,0,1.6419988431132038,24.599999999999998,40.39317154058481,Electronic City,BTM Layout,24.0,19.6,4,0,2,3,2,1
1085,2024-01-05 19:36:14,19,4,5,1,0,0,1.2167492428808577,24.0,29.201981829140585,JP Nagar,Rajajinagar,28.0,13.7,2,1,0,4,20,1
1086,2024-05-29 22:43:13,22,2,29,5,0,0,1.2019499834455405,11.084999999999999,13.323615566493816,Whitefield,Ulsoor,30.1,3.2,1,0,15,21,13,0
1087,2024-02-14 03:42:23,3,2,14,2,0,0,1.2822043561075642,6.27,8.039421312794428,Rajajinagar,Bellandur,15.7,0.9,4,0,0,9,4,1
1088,2024-01-22 05:55:35,5,0,22,1,0,0,0.95159802894596,23.445,22.310215788638033,Indiranagar,Electronic City,28.0,18.5,3,1,12,24,13,1
1089,2024-01-21 02:33:06,2,6,21,1,1,1,1.3791807264169953,22.86,31.52807140589251,Marathahalli,Shivajinagar,20.9,16.6,3,0,5,16,1,1
1090,2024-06-06 23:00:04,23,3,6,6,0,0,1.323644287901608,10.379999999999999,13.739427708418688,Vijayanagar,Shivajinagar,22.0,16.0,4,0,0,12,9,1
1091,2024-04-13 11:35:39,11,5,13,4,1,1,1.2008340684264387,18.12,21.75911331988707,BTM Layout,Malleshwaram,17.1,4.9,3,0,10,12,5,0
1092,2024-03-01 20:43:21,20,4,1,3,0,0,1.233640511515577,8.024999999999999,9.899965104912503,Indiranagar,Rajajinagar,20.3,4.6,4,0,5,5,17,1
1093,2024-02-18 06:23:06,6,6,18,2,1,1,1.380230770304839,21.405,29.543839638375083,Ulsoor,Whitefield,34.3,13.6,2,0,5,10,13,0
1094,2024-02-20 00:54:21,0,1,20,2,0,0,1.1828243565643914,14.43,17.06815546522417,Bellandur,Marathahalli,29.8,4.7,3,0,3,11,6,0
1095,2024-04-02 03:12:16,3,1,2,4,0,0,1.3126119598245414,5.085,6.674631815707793,Marathahalli,HSR Layout,26.7,0.1,1,0,10,11,17,0
1096,2024-02-26 05:10:43,5,0,26,2,0,0,1.21441278189624,22.815,27.706827618962716,Koramangala,Jayanagar,28.3,1.6,1,0,13,21,6,0
1097,2024-06-06 05:55:15,5,3,6,6,0,0,1.2747125347939678,8.76,11.166481804795158,Shivajinagar,BTM Layout,26.5,8.6,2,0,0,6,5,0
1098,2024-01-27 00:31:23,0,5,27,1,1,1,0.9250691824678406,9.225000000000001,8.533763208265832,Electronic City,Yelahanka,21.1,2.3,2,0,12,18,5,0
1099,2024-06-08 15:57:29,15,5,8,6,1,1,1.5888975528299152,10.59,16.826425084468802,BTM Layout,Jayanagar,18.2,2.8,4,0,1,9,10,1
1100,2024-06-05 12:42:32,12,2,5,6,0,0,0.8677540516008665,12.690000000000001,11.011798914814998,Whitefield,Electronic City,18.8,7.3,3,0,13,16,19,0
1101,2024-02-04 16:05:32,16,6,4,2,1,1,1.0409867335221639,23.805,24.78068919149511,BTM Layout,Indiranagar,34.4,18.7,2,1,2,6,16,1
1102,2024-03-24 11:51:04,11,6,24,3,1,1,1.138433361745845,11.040000000000001,12.568304313674131,Banashankari,Vijayanagar,17.9,18.3,4,0,3,17,4,1
1103,2024-05-31 08:07:27,8,4,31,5,0,0,2.499060814829735,22.799999999999997,56.97858657811795,Vijayanagar,Kengeri,15.9,1.8,3,0,6,8,17,0
1104,2024-03-06 22:46:20,22,2,6,3,0,0,1.438506754350319,22.875,32.905842005763546,JP Nagar,Bellandur,25.2,7.9,2,0,0,19,15,0
1105,2024-04-10 03:28:27,3,2,10,4,0,0,1.3610472169763088,24.884999999999998,33.86965999445544,Kengeri,Marathahalli,18.7,3.9,3,0,1,18,7,0
1106,2024-05-02 17:35:32,17,3,2,5,0,0,1.4843895952036594,12.84,19.059562402414986,Malleshwaram,Rajajinagar,21.1,13.3,3,0,13,13,19,0
1107,2024-05-13 04:00:39,4,0,13,5,0,0,1.6225136807822211,15.674999999999999,25.432901946261314,Hebbal,HSR Layout,18.2,18.3,4,0,2,20,17,1
1108,2024-03-17 20:14:55,20,6,17,3,1,1,1.1708796567703947,7.38,8.641091866965514,JP Nagar,Shivajinagar,24.4,8.9,3,0,2,2,19,0
1109,2024-03-07 21:34:15,21,3,7,3,0,0,1.3678572604326056,9.105,12.454340356238875,Jayanagar,Shivajinagar,26.7,17.5,2,0,1,1,1,0
1110,2024-03-14 19:02:54,19,3,14,3,0,0,1.1342729574518267,24.405,27.68193152661183,Kengeri,Shivajinagar,26.5,19.8,2,0,8,17,2,1
1111,2024-02-23 10:24:08,10,4,23,2,0,0,1.0194915715570168,16.68,17.005119413571038,Yelahanka,Banashankari,16.1,13.1,4,1,1,15,4,1
1112,2024-03-19 14:00:18,14,1,19,3,0,0,1.2181321165917611,4.74,5.773946232644948,Rajajinagar,Banashankari,29.2,2.9,2,0,12,19,12,0
1113,2024-04-12 15:48:12,15,4,12,4,0,0,1.254318439720117,24.27,30.44230853200724,Bellandur,Hebbal,18.2,7.5,4,0,1,4,13,1
1114,2024-05-16 21:26:21,21,3,16,5,0,0,1.3011045696668553,23.625,30.738595458379457,Whitefield,Jayanagar,23.7,1.2,2,0,13,16,16,0
1115,2024-01-04 19:35:06,19,3,4,1,0,0,1.4495335952865265,6.51,9.436463705315287,Jayanagar,Indiranagar,31.0,18.5,2,0,14,20,3,0
1116,2024-02-10 22:07:50,22,5,10,2,1,1,1.141404795841316,14.129999999999999,16.128049765237794,Kengeri,Electronic City,26.7,11.0,1,0,9,12,18,0
1117,2024-06-13 00:37:43,0,3,13,6,0,0,1.2007232354020825,19.755,23.72028751536814,Marathahalli,Hebbal,17.0,2.9,3,0,20,20,16,0
1118,2024-04-18 11:24:49,11,3,18,4,0,0,0.9941115570982029,24.015,23.87358904371334,Rajajinagar,Yelahanka,21.8,16.9,3,0,8,14,17,0
1119,2024-03-20 02:20:03,2,2,20,3,0,0,1.465640835599387,14.82,21.720797183582917,Koramangala,Electronic City,27.4,14.1,3,0,0,9,7,0
1120,2024-06-02 18:08:59,18,6,2,6,1,1,2.355061316467935,5.745,13.529827263108286,Vijayanagar,Koramangala,19.9,8.1,3,0,7,18,6,0
1121,2024-01-26 15:19:09,15,4,26,1,0,0,1.0752712531609259,26.655,28.66135525300448,Bellandur,Rajajinagar,19.1,8.9,3,0,7,16,7,0
1122,2024-02-18 16:33:41,16,6,18,2,1,1,1.0409798882827088,10.004999999999999,10.415003782268501,Indiranagar,HSR Layout,29.0,15.2,2,0,14,24,17,0
1123,2024-06-08 16:21:46,16,5,8,6,1,1,1.3252124738588713,16.634999999999998,22.044909502642323,JP Nagar,Bellandur,18.8,6.1,4,0,20,21,1,1
1124,2024-02-03 13:24:42,13,5,3,2,1,1,1.68319456812663,14.294999999999998,24.061266351370172,Electronic City,Basavanagudi,19.2,7.1,4,0,4,15,8,1
1125,2024-06-12 12:08:56,12,2,12,6,0,0,1.1123042525709954,28.47,31.667302070696238,Hebbal,HSR Layout,26.5,17.2,1,0,12,24,20,0
1126,2024-05-23 10:29:17,10,3,23,5,0,0,1.0833632047910395,27.615000000000002,29.91707490030456,JP Nagar,Marathahalli,18.6,5.0,3,0,4,17,20,0
1127,2024-05-28 12:54:29,12,1,28,5,0,0,1.6481513569788178,15.585,25.686438898514876,Shivajinagar,Electronic City,21.5,9.9,2,1,7,8,9,1
1128,2024-04-04 11:42:15,11,3,4,4,0,0,1.208133102337173,11.91,14.388865248835732,Indiranagar,Vijayanagar,16.1,7.2,3,0,2,2,7,0
1129,2024-03-22 13:36:12,13,4,22,3,0,0,1.6401598079888684,28.92,47.433421647038074,Ulsoor,Bellandur,27.6,13.7,1,0,1,15,4,0
1130,2024-03-05 23:44:20,23,1,5,3,0,0,1.0977970783190512,29.115000000000002,31.962361935259178,Hebbal,Ulsoor,30.6,13.6,1,1,12,17,14,1
1131,2024-04-13 04:47:34,4,5,13,4,1,1,1.598232389778768,17.205000000000002,27.49758826614371,Whitefield,Marathahalli,27.4,12.8,2,0,10,22,10,0
1132,2024-02-21 03:54:02,3,2,21,2,0,0,1.0019684386880365,17.31,17.344073673689913,JP Nagar,Bellandur,26.5,15.7,2,0,5,8,20,0
1133,2024-03-18 06:00:54,6,0,18,3,0,0,1.4997319506558666,7.365,11.045525816580458,Indiranagar,Marathahalli,25.3,7.0,2,0,2,2,4,0
1134,2024-05-27 18:50:38,18,0,27,5,0,0,1.710164639937905,16.56,28.320326437371705,Koramangala,Vijayanagar,24.2,11.5,3,0,6,7,6,0
1135,2024-02-12 18:22:42,18,0,12,2,0,0,2.648613288370884,8.805,23.321040004105633,Jayanagar,Vijayanagar,20.4,18.9,4,0,7,17,18,1
1136,2024-02-07 22:15:41,22,2,7,2,0,0,1.1086054587491874,10.649999999999999,11.806648135678843,HSR Layout,Kengeri,19.3,2.1,4,0,3,5,2,1
1137,2024-05-14 06:38:53,6,1,14,5,0,0,1.1545729306441654,21.240000000000002,24.523129046882076,Ulsoor,Whitefield,31.5,11.9,1,0,1,9,15,0
1138,2024-05-29 07:31:29,7,2,29,5,0,0,1.0744242290730934,21.0,22.562908810534964,Marathahalli,Bellandur,25.2,5.3,3,0,2,8,1,0
1139,2024-02-11 16:11:17,16,6,11,2,1,1,1.2088304247151704,27.72,33.508779373104524,Basavanagudi,Electronic City,27.9,9.3,1,0,18,24,9,0
1140,2024-01-04 03:37:46,3,3,4,1,0,0,1.28500879389997,16.365000000000002,21.02916891217301,Indiranagar,Rajajinagar,29.8,19.2,3,0,4,5,8,0
1141,2024-06-07 11:06:44,11,4,7,6,0,0,1.3810983155561518,25.200000000000003,34.80367755201503,Whitefield,Bellandur,24.3,16.8,4,0,7,8,16,1
1142,2024-04-09 06:58:33,6,1,9,4,0,0,1.3693845610427566,29.67,40.629639926138594,Bellandur,Shivajinagar,21.5,0.6,2,0,10,19,5,0
1143,2024-05-13 03:34:34,3,0,13,5,0,0,1.3020697361383662,20.22,26.32785006471776,Malleshwaram,Shivajinagar,19.3,16.3,4,0,1,5,1,1
1144,2024-05-27 17:23:15,17,0,27,5,0,0,1.6691429606493544,18.09,30.194796158146822,JP Nagar,Marathahalli,28.7,11.4,2,0,12,15,17,0
1145,2024-05-09 10:35:34,10,3,9,5,0,0,1.2766052453204257,15.885,20.278874321914962,Basavanagudi,Hebbal,22.6,2.2,4,0,8,19,1,1
1146,2024-02-09 05:31:43,5,4,9,2,0,0,1.3121782130120487,8.28,10.864835603739763,Banashankari,HSR Layout,24.0,2.3,1,0,10,18,9,0
1147,2024-02-05 00:40:55,0,0,5,2,0,0,1.193809506719482,8.865,10.583121277068209,Ulsoor,Indiranagar,28.9,9.4,2,0,3,12,17,0
1148,2024-05-07 11:57:53,11,1,7,5,0,0,1.107035940436608,20.52,22.716377497759193,JP Nagar,Koramangala,32.5,17.5,1,1,1,2,16,1
1149,2024-04-17 13:04:24,13,2,17,4,0,0,1.511079942172684,15.945,24.094169677943444,Koramangala,Hebbal,16.2,13.2,3,0,18,21,13,0
1150,2024-01-19 20:42:28,20,4,19,1,0,0,1.492294756063014,14.22,21.22043143121606,Electronic City,HSR Layout,24.9,7.2,4,0,2,7,13,1
1151,2024-02-27 10:16:58,10,1,27,2,0,0,1.0999358302887758,26.58,29.23629436907566,BTM Layout,Yelahanka,23.0,10.1,2,0,0,2,10,0
1152,2024-04-22 09:46:43,9,0,22,4,0,0,1.446709336388129,9.795,14.170517949921722,JP Nagar,Yelahanka,31.9,16.8,2,0,2,3,8,0
1153,2024-05-21 10:01:27,10,1,21,5,0,0,1.1115521620930575,10.26,11.40452518307477,Hebbal,Indiranagar,23.3,6.9,3,0,16,20,1,1
1154,2024-02-28 12:32:04,12,2,28,2,0,0,1.2547096985647743,4.86,6.097889135024803,Marathahalli,Kengeri,30.6,7.6,2,0,3,9,3,0
1155,2024-04-30 14:06:12,14,1,30,4,0,0,0.984611221069238,11.58,11.401797939981776,Kengeri,Ulsoor,23.7,10.0,2,0,14,14,4,0
1156,2024-02-07 23:41:50,23,2,7,2,0,0,1.0167837249595795,5.61,5.704156697023241,Bellandur,BTM Layout,29.6,10.8,2,0,7,23,15,0
1157,2024-01-30 17:36:37,17,1,30,1,0,0,1.9518837747125226,27.36,53.40354007613462,BTM Layout,Bellandur,28.3,4.6,1,0,18,19,4,0
1158,2024-01-08 13:52:37,13,0,8,1,0,0,1.2452088135776487,22.77,28.35340468516306,Kengeri,Bellandur,19.3,0.8,4,0,2,5,5,1
1159,2024-01-15 04:18:07,4,0,15,1,0,0,1.142902425225854,12.945,14.79487189454868,Basavanagudi,BTM Layout,28.2,17.8,3,0,5,10,20,0
1160,2024-01-28 11:33:41,11,6,28,1,1,1,1.3299539187244576,4.7700000000000005,6.343880192315663,Jayanagar,JP Nagar,24.4,2.1,3,0,0,1,3,0
1161,2024-01-19 12:07:52,12,4,19,1,0,0,1.106828393154493,26.910000000000004,29.784752059787415,BTM Layout,Whitefield,21.6,1.7,3,0,2,4,7,0
1162,2024-04-06 06:00:25,6,5,6,4,1,1,1.4152683593898536,18.075000000000003,25.58097559597161,Malleshwaram,Indiranagar,24.0,7.7,3,0,3,3,12,0
1163,2024-05-09 10:20:34,10,3,9,5,0,0,1.3368264095349425,17.235,23.04020316833473,Shivajinagar,Bellandur,25.0,19.2,3,0,7,24,19,0
