Cab ID,Timestamp,Hour,Day of Week,Day of Month,Month,Is Weekend,Is Holiday,Dynamic Multiplier,Base Fare,Final Fare,Booking Location,Dropoff Location,Temperature (°C),Precipitation (mm),Traffic Congestion Level,Event,Number of Cancellations,Number of Bookings,num_drivers_available,Target
1013,2024-01-20 10:59:52,10,5,20,1,1,1,0.9043794089893897,16.725,15.125745615347544,Jayanagar,JP Nagar,31.6,13.2,1,0,5,12,4,0
1014,2024-06-10 01:36:44,1,0,10,6,0,0,1.214570748609876,22.200000000000003,26.96347061913925,Malleshwaram,Vijayanagar,19.8,3.3,3,0,11,13,9,0
1015,2024-05-07 19:57:23,19,1,7,5,0,0,1.4646523221457652,22.5,32.954677248279715,Banashankari,Vijayanagar,27.9,14.1,1,0,2,13,6,0
1016,2024-04-14 09:54:25,9,6,14,4,1,1,2.2527820436046544,6.84,15.409029178255835,Koramangala,Ulsoor,25.6,14.0,2,0,4,4,8,1
1017,2024-02-04 15:45:39,15,6,4,2,1,1,0.9667853489509439,4.86,4.698576795901587,Basavanagudi,Ulsoor,32.7,0.1,1,0,1,1,15,0
1018,2024-03-15 04:58:48,4,4,15,3,0,0,1.046421900244538,12.96,13.561627827169215,Marathahalli,Hebbal,16.7,4.3,3,0,0,6,13,0
1019,2024-04-25 05:25:40,5,3,25,4,0,0,1.7268357201504485,12.705000000000002,21.93944782451145,Kengeri,Jayanagar,20.0,11.6,3,0,1,13,2,0
1020,2024-05-15 20:59:14,20,2,15,5,0,0,1.1490857346461318,8.685,9.979809605401655,Ulsoor,Basavanagudi,34.2,5.2,1,0,18,22,2,1
1021,2024-03-02 04:57:22,4,5,2,3,1,1,1.4187250272283292,6.0,8.512350163369975,Marathahalli,Shivajinagar,24.2,5.2,3,0,7,10,16,0
1022,2024-02-26 21:55:18,21,0,26,2,0,0,1.3369796355365346,25.035000000000004,33.47128517565715,Whitefield,Bellandur,21.9,15.2,2,1,1,2,18,0
1023,2024-05-24 17:17:27,17,4,24,5,0,0,2.224924649859592,29.325000000000003,65.24591535713255,Marathahalli,Yelahanka,18.1,19.1,4,0,10,12,4,1
1024,2024-02-07 15:52:58,15,2,7,2,0,0,1.1789678835780397,17.73,20.903100575838646,Indiranagar,Basavanagudi,23.3,12.2,3,0,0,1,4,0
1025,2024-03-28 22:13:56,22,3,28,3,0,0,0.8453875607543325,27.81,23.510228064577987,Banashankari,Koramangala,27.8,4.5,1,0,9,22,20,0
1026,2024-04-06 15:23:29,15,5,6,4,1,1,1.1418432291693308,8.415000000000001,9.608610773459919,Indiranagar,Whitefield,27.7,6.1,3,0,2,17,12,0
1027,2024-03-06 22:08:26,22,2,6,3,0,0,1.2369468307899063,9.195,11.37372610911319,Banashankari,Koramangala,29.0,6.9,2,0,1,1,20,0
1028,2024-03-04 16:41:37,16,0,4,3,0,0,1.3060102273997054,19.245,25.134166826307332,Electronic City,Malleshwaram,27.0,17.4,2,0,18,19,15,0
1029,2024-02-02 01:06:05,1,4,2,2,0,0,1.476447677103672,12.285,18.138159713218613,Whitefield,Yelahanka,22.5,7.7,3,0,18,18,9,0
1030,2024-04-29 17:02:39,17,0,29,4,0,0,2.809093340784457,23.22,65.22714737301509,Hebbal,Vijayanagar,28.0,17.3,2,0,3,21,10,1
1031,2024-01-02 04:11:23,4,1,2,1,0,0,0.8381451838138654,19.125,16.029526640440174,Malleshwaram,Basavanagudi,20.4,11.1,2,0,14,14,17,0
1032,2024-04-15 07:34:58,7,0,15,4,0,0,1.1517127774706717,8.61,9.916247014022483,Yelahanka,Marathahalli,26.9,0.5,3,0,6,19,20,0
1033,2024-06-12 17:00:28,17,2,12,6,0,0,1.525114376611636,18.255,27.840962945045412,HSR Layout,Malleshwaram,23.8,7.3,1,0,9,9,17,0
1034,2024-03-08 07:17:40,7,4,8,3,0,0,1.027928815152365,19.035,19.566624996425265,Vijayanagar,Bellandur,24.0,9.7,1,0,11,20,1,1
1035,2024-02-07 01:47:23,1,2,7,2,0,0,1.2495479033582915,12.705000000000002,15.875506112167095,Rajajinagar,Vijayanagar,28.0,8.8,1,0,4,6,15,0
1036,2024-03-17 23:25:54,23,6,17,3,1,1,1.219972700900871,17.490000000000002,21.337322538756236,Malleshwaram,JP Nagar,18.0,19.0,4,0,14,18,5,1
1037,2024-04-21 03:05:05,3,6,21,4,1,1,1.2861905397277997,28.410000000000004,36.540673233666794,Hebbal,JP Nagar,20.0,17.0,3,0,4,12,7,0
1038,2024-01-04 12:22:57,12,3,4,1,0,0,1.6059047657501067,7.154999999999999,11.490248598942012,Electronic City,Basavanagudi,22.1,11.5,3,1,0,11,4,0
1039,2024-02-02 22:42:14,22,4,2,2,0,0,1.4451334537235998,9.84,14.220113184640223,Basavanagudi,JP Nagar,23.1,12.6,4,0,6,6,16,1
1040,2024-01-06 10:57:30,10,5,6,1,1,1,0.9603696221161676,26.474999999999998,25.425785745525534,Bellandur,Jayanagar,24.8,17.1,1,0,1,7,7,0
1041,2024-03-18 01:03:37,1,0,18,3,0,0,1.4205203466896383,7.529999999999999,10.696518210572975,Whitefield,Koramangala,28.2,6.7,1,0,14,20,10,0
1042,2024-04-12 17:33:47,17,4,12,4,0,0,2.1151074501537095,22.59,47.780277298972294,HSR Layout,Malleshwaram,21.7,2.9,3,0,12,24,1,1
1043,2024-03-16 00:36:01,0,5,16,3,1,1,1.0871885939603558,15.195,16.519830685227607,Banashankari,Rajajinagar,24.7,7.1,3,0,18,21,11,0
1044,2024-04-29 18:47:29,18,0,29,4,0,0,1.280392787410453,28.32,36.260723739464034,Electronic City,Indiranagar,23.0,2.0,2,0,9,10,11,0
1045,2024-01-26 00:46:18,0,4,26,1,0,0,1.0112249527165467,10.53,10.648198752105236,Kengeri,Electronic City,26.3,5.1,2,0,7,8,12,0
1046,2024-06-18 00:06:10,0,1,18,6,0,0,0.9138453229894149,15.09,13.789925923910271,Basavanagudi,Yelahanka,27.4,4.5,1,0,4,16,3,0
1047,2024-06-18 06:14:27,6,1,18,6,0,0,1.2792807453428163,28.214999999999996,36.09490622984756,Bellandur,Indiranagar,16.8,19.7,3,0,10,15,12,0
1048,2024-01-07 07:39:42,7,6,7,1,1,1,0.892381569184777,17.580000000000002,15.688067986268381,Yelahanka,Rajajinagar,22.5,16.5,2,0,8,9,17,0
1049,2024-03-03 02:59:42,2,6,3,3,1,1,1.3106626256845912,12.105,15.865571083911977,Kengeri,Malleshwaram,15.2,16.5,4,0,8,9,2,1
1050,2024-02-22 19:11:53,19,3,22,2,0,0,1.1479985562019732,20.145,23.12643091468875,Banashankari,Indiranagar,17.4,19.4,4,0,4,9,10,1
1051,2024-04-03 02:07:51,2,2,3,4,0,0,1.440234294622658,22.845,32.90215246065462,Malleshwaram,Rajajinagar,25.7,2.9,2,0,0,1,2,0
1052,2024-06-06 06:04:08,6,3,6,6,0,0,1.2258610972681476,17.88,21.91839641915448,BTM Layout,Kengeri,16.7,1.4,4,0,16,19,6,1
1053,2024-04-10 22:53:34,22,2,10,4,0,0,1.2830471350138806,15.794999999999998,20.265729497544243,Bellandur,Malleshwaram,25.2,19.8,1,0,1,2,1,0
1054,2024-03-24 22:36:12,22,6,24,3,1,1,1.0553822577273326,8.07,8.516934819859575,Jayanagar,Rajajinagar,21.5,12.0,4,1,8,11,2,1
1055,2024-02-23 00:20:44,0,4,23,2,0,0,1.62882568398816,20.79,33.86328597011385,Shivajinagar,Marathahalli,20.5,16.1,3,0,12,20,10,0
1056,2024-01-12 20:13:57,20,4,12,1,0,0,1.4519246788731748,29.415,42.708364429054434,Hebbal,Ulsoor,29.7,6.5,2,0,0,3,13,0
1057,2024-02-27 21:40:40,21,1,27,2,0,0,0.8571666204230627,6.675000000000001,5.721587191323944,Banashankari,Ulsoor,25.1,11.7,2,0,20,22,1,1
1058,2024-04-16 09:54:14,9,1,16,4,0,0,1.6643681285385183,7.86,13.081933490312755,Whitefield,Rajajinagar,18.5,5.9,4,0,4,5,6,1
1059,2024-03-24 21:23:56,21,6,24,3,1,1,1.3952207364480997,27.869999999999997,38.884801924808535,Kengeri,Malleshwaram,23.8,6.9,3,0,8,11,5,0
1060,2024-06-07 12:57:09,12,4,7,6,0,0,1.4201084840462166,25.89,36.766608651956545,Indiranagar,Marathahalli,27.0,12.5,2,0,4,13,10,0
1061,2024-06-15 14:40:34,14,5,15,6,1,1,1.27186440517251,8.295,10.55011524090597,Indiranagar,Ulsoor,21.5,2.9,3,0,0,1,5,0
1062,2024-05-29 08:23:10,8,2,29,5,0,0,2.9096870668228716,13.995000000000001,40.72107050018609,Yelahanka,JP Nagar,33.7,12.8,2,0,6,8,13,1
1063,2024-04-08 18:51:22,18,0,8,4,0,0,2.2152418758930588,5.3100000000000005,11.762934360992142,Electronic City,Rajajinagar,23.9,0.5,3,0,1,16,19,0
1064,2024-05-02 11:15:56,11,3,2,5,0,0,1.1710122998497086,5.04,5.901901991242531,Bellandur,Marathahalli,25.8,19.5,3,0,0,4,14,0
1065,2024-01-15 23:01:02,23,0,15,1,0,0,1.1051617938882088,28.740000000000002,31.762349956347123,BTM Layout,HSR Layout,15.1,0.7,3,0,8,17,1,1
1066,2024-02-10 05:04:07,5,5,10,2,1,1,1.0420635959116018,9.285,9.675560488039222,Malleshwaram,Bellandur,21.9,17.6,2,0,3,13,10,0
1067,2024-03-21 00:04:03,0,3,21,3,0,0,1.680147685486127,15.254999999999999,25.630652942090865,Ulsoor,HSR Layout,21.6,19.9,3,0,4,9,7,0
1068,2024-05-29 17:22:13,17,2,29,5,0,0,1.6418905145757128,6.495,10.664078892169254,Malleshwaram,Electronic City,29.7,2.0,2,0,1,3,11,0
1069,2024-04-01 18:56:11,18,0,1,4,0,0,1.4431709863198836,15.674999999999999,22.621705210564173,Malleshwaram,Ulsoor,23.5,0.8,4,0,12,24,15,1
1070,2024-02-25 12:44:12,12,6,25,2,1,1,1.3748546093514564,20.985,28.851323977240313,Kengeri,Bellandur,24.1,5.5,3,0,2,9,17,0
1071,2024-06-15 01:39:29,1,5,15,6,1,1,1.411662623975037,9.765,13.784885523116236,HSR Layout,Bellandur,29.3,5.1,1,0,1,4,19,0
1072,2024-02-05 23:44:32,23,0,5,2,0,0,1.4659160989142757,7.574999999999999,11.104314449275638,Electronic City,Indiranagar,33.5,16.3,2,0,6,8,13,0
1073,2024-03-17 11:14:43,11,6,17,3,1,1,1.2355683354840714,21.57,26.65120899639142,Whitefield,Bellandur,27.7,17.6,2,0,0,3,7,0
1074,2024-02-03 11:37:44,11,5,3,2,1,1,1.2021524631367082,28.575000000000003,34.35150663413144,Whitefield,Malleshwaram,18.7,13.9,4,0,3,4,8,1
1075,2024-06-08 19:34:25,19,5,8,6,1,1,1.2052041648161322,5.8950000000000005,7.1046785515911,Ulsoor,Yelahanka,32.2,9.2,1,0,13,19,7,0
1076,2024-03-11 13:21:11,13,0,11,3,0,0,1.3756450311900899,26.025000000000002,35.80116193672209,JP Nagar,Vijayanagar,26.4,2.1,2,0,5,5,16,0
1077,2024-04-10 19:30:43,19,2,10,4,0,0,1.4125505148519335,27.57,38.94401769446781,Shivajinagar,Jayanagar,18.1,0.6,4,0,8,15,1,1
1078,2024-03-12 20:35:17,20,1,12,3,0,0,1.137509744289458,28.935,32.913844451015464,Marathahalli,BTM Layout,27.8,13.3,2,0,1,6,12,0
1079,2024-01-01 12:14:10,12,0,1,1,0,0,1.592212870048112,11.745000000000001,18.700540158715075,Kengeri,Basavanagudi,16.1,1.7,3,0,7,11,6,0
1080,2024-06-06 09:07:12,9,3,6,6,0,0,1.5239055708873723,17.685,26.95027002114318,Jayanagar,Hebbal,24.1,12.5,3,1,1,1,12,0
1081,2024-03-29 16:07:47,16,4,29,3,0,0,1.4850517759844488,10.05,14.924770348643712,HSR Layout,Koramangala,22.5,3.7,3,0,4,8,4,0
1082,2024-01-02 09:11:25,9,1,2,1,0,0,2.1623503977607452,12.254999999999999,26.49960412455793,JP Nagar,Hebbal,19.1,10.5,3,0,1,1,17,1
1083,2024-01-09 18:11:25,18,1,9,1,0,0,2.2801735781674792,25.125,57.28936115145792,Rajajinagar,Koramangala,15.5,0.8,4,1,4,24,11,1
1084,2024-05-31 20:40:16,20,4,31,5,0,0,1.0821622918118983,16.32,17.66088860237018,Ulsoor,Vijayanagar,25.0,12.9,2,0,1,5,1,0
1085,2024-05-05 05:31:28,5,6,5,5,1,1,1.6010676833621686,13.47,21.566381694888413,Vijayanagar,Malleshwaram,33.7,2.7,2,0,4,24,16,0
1086,2024-06-02 17:06:47,17,6,2,6,1,1,1.3679329157272844,18.18,24.86902040792203,JP Nagar,Marathahalli,24.6,4.5,1,0,3,4,15,0
1087,2024-01-19 06:48:26,6,4,19,1,0,0,1.018451038128678,13.559999999999999,13.810196077024873,Indiranagar,Electronic City,22.5,13.6,1,1,3,5,10,0
1088,2024-01-06 13:55:37,13,5,6,1,1,1,1.0220007984372985,14.865,15.192041868770442,Koramangala,Hebbal,28.4,19.2,3,0,0,23,5,0
1089,2024-05-01 09:23:33,9,2,1,5,0,0,1.5740999150362551,24.36,38.34507393028317,Malleshwaram,Electronic City,16.0,14.6,3,0,0,1,18,0
1090,2024-06-11 16:04:51,16,1,11,6,0,0,1.0009014870071733,22.35,22.370148234610326,Malleshwaram,Banashankari,22.1,15.8,1,0,1,9,4,0
1091,2024-01-11 01:22:51,1,3,11,1,0,0,1.245459081496099,28.244999999999997,35.17799175685732,Vijayanagar,HSR Layout,25.1,1.0,3,0,2,4,4,0
1092,2024-01-28 16:45:16,16,6,28,1,1,1,1.2142675250314596,17.865000000000002,21.692889334687028,Malleshwaram,Indiranagar,22.3,7.6,3,0,0,1,8,0
1093,2024-01-21 13:16:50,13,6,21,1,1,1,1.1888088015000802,22.53,26.78386229779681,Malleshwaram,BTM Layout,19.7,8.5,4,1,4,7,16,1
1094,2024-05-24 12:36:10,12,4,24,5,0,0,1.1871568415453468,16.919999999999998,20.086693758947266,Banashankari,Kengeri,18.6,12.6,3,0,0,7,2,0
1095,2024-01-10 16:48:53,16,2,10,1,0,0,1.3895350787261547,17.235,23.948637081845273,Malleshwaram,Rajajinagar,26.8,11.9,2,0,2,7,2,0
1096,2024-06-15 05:12:08,5,5,15,6,1,1,1.145708956484014,9.495000000000001,10.878506541815714,Indiranagar,HSR Layout,23.4,19.1,4,0,1,8,14,1
1097,2024-06-17 04:17:23,4,0,17,6,0,0,1.3880307952939404,7.695,10.680896969786872,Marathahalli,Malleshwaram,24.5,4.0,3,0,5,7,19,0
1098,2024-05-29 08:18:43,8,2,29,5,0,0,1.4681495145994892,8.655,12.706834048858578,Jayanagar,Whitefield,21.7,18.0,4,0,13,22,10,1
1099,2024-02-04 09:07:56,9,6,4,2,1,1,1.4612461816555709,22.335,32.636933467277174,Kengeri,HSR Layout,18.0,0.5,3,1,4,4,4,0
1100,2024-05-15 10:52:32,10,2,15,5,0,0,1.331147162226058,6.24,8.306358292290602,Bellandur,BTM Layout,29.1,8.0,1,0,6,9,10,0
1101,2024-01-23 12:38:59,12,1,23,1,0,0,0.9142825826497962,4.995,4.566841500335732,Banashankari,Marathahalli,34.5,6.1,1,0,2,3,8,0
1102,2024-06-01 19:37:33,19,5,1,6,1,1,1.2937349702321155,29.685,38.404522591340346,Kengeri,Bellandur,17.4,8.8,4,0,4,9,12,1
1103,2024-06-13 07:47:43,7,3,13,6,0,0,1.7480166994123132,11.715,20.47801563361525,Ulsoor,Kengeri,24.2,1.7,3,0,4,12,5,0
1104,2024-02-29 21:40:15,21,3,29,2,0,0,1.4546921777911486,28.740000000000002,41.80785318971761,Kengeri,Basavanagudi,28.7,2.1,1,0,1,7,7,0
1105,2024-01-14 21:45:38,21,6,14,1,1,1,1.383558809630857,20.37,28.18309295218056,Rajajinagar,Kengeri,15.5,5.9,4,1,2,4,6,1
1106,2024-04-18 08:57:54,8,3,18,4,0,0,1.403570857710058,20.009999999999998,28.085452862778258,Marathahalli,BTM Layout,17.2,7.3,4,0,2,16,6,1
1107,2024-03-13 04:20:16,4,2,13,3,0,0,1.3138045693917517,29.685,39.000288642394146,Basavanagudi,Hebbal,34.2,11.4,2,0,4,6,2,0
1108,2024-05-23 12:56:04,12,3,23,5,0,0,1.4811254797928997,18.39,27.237897573391425,Hebbal,Rajajinagar,19.4,2.6,4,0,9,22,12,1
1109,2024-03-01 13:19:50,13,4,1,3,0,0,1.0167666250031469,8.01,8.144300666275207,Vijayanagar,Hebbal,22.7,11.1,3,0,3,14,10,0
1110,2024-02-07 12:32:28,12,2,7,2,0,0,1.2934370019456285,23.384999999999998,30.24702429049852,BTM Layout,Ulsoor,31.8,18.5,1,0,5,19,3,0
1111,2024-02-09 11:17:16,11,4,9,2,0,0,1.1838745855229813,25.155,29.780365198830594,JP Nagar,Kengeri,18.0,8.1,3,1,0,1,12,0
1112,2024-03-25 23:48:51,23,0,25,3,0,0,1.393609217215691,18.765,26.151076961052443,BTM Layout,Rajajinagar,25.6,2.3,2,0,6,14,20,0
1113,2024-05-21 21:16:54,21,1,21,5,0,0,1.3404277906018784,22.455000000000002,30.09930603796518,Yelahanka,Kengeri,17.5,5.9,4,1,6,14,9,1
1114,2024-02-12 13:29:37,13,0,12,2,0,0,1.025844870499085,5.625,5.770377396557353,Rajajinagar,Shivajinagar,17.9,18.7,3,0,2,15,9,0
1115,2024-01-21 03:39:55,3,6,21,1,1,1,1.4524307773372955,19.65,28.540264774677855,Marathahalli,Shivajinagar,25.3,3.5,1,0,7,16,6,0
1116,2024-03-15 23:41:56,23,4,15,3,0,0,1.1304353005204977,27.585,31.183057764857928,BTM Layout,Ulsoor,17.6,2.1,3,0,2,8,20,0
1117,2024-05-29 00:06:02,0,2,29,5,0,0,1.401269425053186,20.595,28.859143808970366,BTM Layout,Basavanagudi,19.0,4.8,3,1,3,15,19,0
1118,2024-05-03 16:18:09,16,4,3,5,0,0,1.1416280508359555,9.375,10.702762976587083,BTM Layout,Electronic City,18.6,1.1,3,0,3,5,11,0
1119,2024-03-12 07:16:38,7,1,12,3,0,0,1.3243146187789963,21.405,28.346954414964415,JP Nagar,Whitefield,21.8,7.8,2,0,2,2,3,0
1120,2024-05-07 08:27:46,8,1,7,5,0,0,1.5683076118666257,12.855,20.160594350545473,Electronic City,Yelahanka,23.2,16.2,2,0,7,14,2,0
1121,2024-04-01 13:49:26,13,0,1,4,0,0,0.9957995941752023,26.895,26.782030085342065,BTM Layout,Whitefield,19.1,6.8,4,0,11,16,14,1
1122,2024-01-15 09:38:44,9,0,15,1,0,0,2.7769879707901484,7.365,20.452516404869442,HSR Layout,Hebbal,26.3,2.9,1,0,0,14,16,0
1123,2024-05-06 17:45:42,17,0,6,5,0,0,2.716185904523546,8.31,22.57150486659067,Ulsoor,Kengeri,29.7,8.3,2,0,5,16,4,0
1124,2024-03-30 18:37:59,18,5,30,3,1,1,2.4644487515201634,17.4,42.88140827645084,Ulsoor,Marathahalli,25.5,12.8,2,0,12,16,6,1
1125,2024-06-05 04:04:12,4,2,5,6,0,0,1.0636891952953536,24.06,25.592362038806204,Hebbal,Indiranagar,19.6,8.8,4,0,5,15,16,1
1126,2024-03-03 23:16:54,23,6,3,3,1,1,1.5281272360185638,29.775000000000002,45.49998845245274,Bellandur,Malleshwaram,26.9,18.9,3,0,13,23,8,0
1127,2024-04-12 12:30:34,12,4,12,4,0,0,1.1178985066027494,6.300000000000001,7.042760591597322,Banashankari,HSR Layout,26.9,3.1,2,0,18,20,3,0
1128,2024-05-23 15:34:23,15,3,23,5,0,0,1.3787583887565147,26.025000000000002,35.882187067388294,Malleshwaram,Kengeri,24.7,16.2,4,0,19,20,17,1
1129,2024-03-29 07:48:23,7,4,29,3,0,0,1.529090585375763,14.805,22.63818611648817,Banashankari,HSR Layout,28.3,20.0,2,0,2,4,13,0
1130,2024-03-06 03:23:09,3,2,6,3,0,0,1.361979257484201,4.995,6.803086391133584,Shivajinagar,Rajajinagar,22.1,13.7,4,1,3,5,15,1
1131,2024-05-31 04:58:15,4,4,31,5,0,0,1.3990331294595009,20.52,28.708159816508957,Rajajinagar,Banashankari,22.1,1.0,3,1,10,21,17,0
1132,2024-01-21 22:35:20,22,6,21,1,1,1,1.0496575287134073,16.905,17.74446052290015,Bellandur,Basavanagudi,23.9,10.5,3,0,3,11,4,0
1133,2024-04-01 02:54:29,2,0,1,4,0,0,1.256760158807598,23.235,29.20082228989454,HSR Layout,Marathahalli,25.3,17.5,1,0,1,4,8,0
1134,2024-05-02 17:17:01,17,3,2,5,0,0,2.5202180822065667,17.985,45.3261222084851,Bellandur,Electronic City,33.0,4.0,2,0,0,11,12,1
1135,2024-04-17 03:55:48,3,2,17,4,0,0,1.3916741970142807,28.14,39.16171190398186,BTM Layout,Hebbal,23.4,0.0,3,0,3,23,19,0
1136,2024-03-11 02:47:10,2,0,11,3,0,0,1.1897135349657324,24.450000000000003,29.08849592991216,BTM Layout,Basavanagudi,27.5,0.2,2,1,7,14,9,0
1137,2024-01-04 04:21:17,4,3,4,1,0,0,1.2508255136519835,20.009999999999998,25.029018528176188,Vijayanagar,JP Nagar,27.2,5.5,3,0,2,5,7,0
1138,2024-05-28 13:48:34,13,1,28,5,0,0,1.3539482822984512,18.330000000000002,24.817872014530614,Shivajinagar,Electronic City,20.4,12.5,3,0,8,9,9,0
1139,2024-05-06 07:44:46,7,0,6,5,0,0,1.6197722639932783,19.799999999999997,32.07149082706691,Basavanagudi,Hebbal,24.2,9.5,2,0,9,13,7,0
1140,2024-03-23 05:00:00,5,5,23,3,1,1,1.572678206924813,10.350000000000001,16.277219441671818,Ulsoor,BTM Layout,26.3,8.3,3,1,0,1,12,0
1141,2024-03-09 17:10:40,17,5,9,3,1,1,1.8338308448820686,19.665,36.06228356460588,Malleshwaram,Whitefield,23.3,4.1,2,0,7,12,12,0
1142,2024-01-23 00:12:18,0,1,23,1,0,0,1.3637182862499684,13.080000000000002,17.837435184149587,BTM Layout,Jayanagar,17.0,12.5,3,1,12,24,13,0
1143,2024-03-15 23:44:12,23,4,15,3,0,0,0.9623997234393642,15.36,14.782459752028634,Ulsoor,Electronic City,25.1,3.3,3,0,1,11,9,0
1144,2024-01-03 04:25:13,4,2,3,1,0,0,1.0042324641666232,16.575000000000003,16.64515309356178,Bellandur,Koramangala,23.1,6.1,3,0,0,10,10,0
1145,2024-05-20 07:11:43,7,0,20,5,0,0,1.7207125137065853,17.79,30.61147561884015,Hebbal,HSR Layout,25.2,14.1,2,0,4,22,11,0
1146,2024-06-13 15:05:16,15,3,13,6,0,0,1.6482012946160687,6.6000000000000005,10.878128544466055,Hebbal,Electronic City,29.7,11.9,1,0,5,8,2,0
1147,2024-01-18 21:07:51,21,3,18,1,0,0,1.2132349066749937,20.52,24.89558028497087,Electronic City,Rajajinagar,16.6,8.9,3,0,11,13,7,0
1148,2024-02-09 03:50:21,3,4,9,2,0,0,0.9931076922253477,17.985,17.861041844672876,JP Nagar,Bellandur,24.0,8.5,3,0,0,3,15,0
1149,2024-04-17 06:45:01,6,2,17,4,0,0,1.2746031195933152,24.630000000000003,31.393474835583355,Koramangala,Hebbal,32.8,13.8,2,0,2,13,1,0
1150,2024-02-14 21:43:02,21,2,14,2,0,0,1.3633405619541286,10.92,14.887678936539084,JP Nagar,Indiranagar,32.0,18.8,1,0,8,15,2,0
1151,2024-05-27 11:31:35,11,0,27,5,0,0,1.581583997957747,18.78,29.70214748164649,Yelahanka,Jayanagar,27.0,17.0,2,0,6,14,11,0
1152,2024-05-14 21:36:24,21,1,14,5,0,0,1.1931361307121817,29.910000000000004,35.68670166960136,Ulsoor,Electronic City,23.8,5.4,2,0,13,17,2,1
1153,2024-01-11 14:52:45,14,3,11,1,0,0,0.8819439950292607,28.605,25.228007977812002,Ulsoor,Whitefield,15.2,2.9,4,0,8,15,17,1
1154,2024-02-12 03:49:44,3,0,12,2,0,0,1.2072899129230086,14.940000000000001,18.03691129906975,Hebbal,Kengeri,21.9,12.2,3,0,10,21,2,1
1155,2024-02-13 05:34:37,5,1,13,2,0,0,1.2963731171528312,15.09,19.56227033783622,Kengeri,Vijayanagar,18.2,18.4,3,0,2,21,7,0
1156,2024-01-29 19:07:46,19,0,29,1,0,0,1.6401733814088226,20.325000000000003,33.33652397713433,Indiranagar,Jayanagar,21.5,10.5,4,0,12,22,5,1
1157,2024-01-05 23:30:07,23,4,5,1,0,0,1.5768400176718076,25.049999999999997,39.499842442678776,Yelahanka,Shivajinagar,27.5,7.0,1,0,4,19,8,0
1158,2024-02-06 13:21:34,13,1,6,2,0,0,1.2226632485424689,16.200000000000003,19.807144626388,Hebbal,HSR Layout,22.3,7.8,3,0,0,5,9,0
1159,2024-04-21 12:28:40,12,6,21,4,1,1,1.373468785214478,29.205,40.11215587218883,Jayanagar,Whitefield,19.1,2.9,3,1,7,21,17,0
1160,2024-01-12 22:52:39,22,4,12,1,0,0,1.0893935085148834,5.505,5.997111264374433,Electronic City,BTM Layout,33.4,14.6,2,0,18,18,18,0
1161,2024-03-25 22:15:01,22,0,25,3,0,0,1.0365399589865347,27.18,28.173156085254014,Shivajinagar,Yelahanka,25.1,11.0,1,0,11,11,8,0
1162,2024-04-11 04:58:40,4,3,11,4,0,0,1.0017804764634457,11.58,11.600617917446701,Koramangala,Whitefield,31.2,13.6,1,0,1,1,7,0
1163,2024-03-07 05:41:18,5,3,7,3,0,0,1.377446466313265,5.4,7.438210918091632,Hebbal,HSR Layout,27.2,12.5,2,0,0,1,14,0
